old value	new value
Steudner	Steudner
Steve Boyce	Steve Boyce
Stillmann Wright	Stillmann Wright
Stizenberger	Stizenberger
Dr. Stockmayer	Stockmayer
Stockmayer	Stockmayer
Strafforelio	Strafforelio
Strafforello	Strafforelio
Suringar, Abeleven	Suringar, Abeleven
Susan H. Brawley	Susan H. Brawley
Susan P. Nichols	Susan P. Nichols
Susanna Dudley	Susanna Dudley
Suzanna Dudley	Suzanna Dudley
Suzanne Fredericq	Suzanne Fredericq
Svivör	Svivor
Swallen and Steere	Swallen, Steere
Swallen, Steere	Swallen, Steere
Sydney Wakefield	Sydney Wakefield
Slyvia Earle	Sylvia A. Earle
Sylvia A. Earle	Sylvia A. Earle
Sylvia A. Earle, C. J. Dawes, Joseph Linton	Sylvia A. Earle, C. J. Dawes, Joseph Linton
Sylvia A. Earle, Clinton J. Dawes	Sylvia A. Earle, Clinton J. Dawes
Sylvia A. Earle & David langebartel	Sylvia A. Earle, David Langebartel
Sylvia A. Earle, Elizabeth Mead, Richie Mead	Sylvia A. Earle, Elizabeth Mead, Richie Mead
Sylvia A. Earle, Elizabeth Mead, Jane Mead, Whit Mead, Richie Mead, Gale Mead	Sylvia A. Earle, Elizabeth Mead, Richie Mead, Jane Mead, Whit Mead, Gale Mead
Sylvia A. Earle, Elizabeth Mead, Richie Mead, Jane Mead, Whit Mead, Gale Mead	Sylvia A. Earle, Elizabeth Mead, Richie Mead, Jane Mead, Whit Mead, Gale Mead
Sylvia A. Earle, Jane Mead, Elizabeth Mead, Richie Mead, Whit Mead, Gale Mead	Sylvia A. Earle, Elizabeth Mead, Richie Mead, Jane Mead, Whit Mead, Gale Mead
Sylvia A. Earle, Richie Mead, Elizabeth Mead, Whit Mead, Jane Mead, Gale Mead	Sylvia A. Earle, Elizabeth Mead, Richie Mead, Jane Mead, Whit Mead, Gale Mead
Sylvia A. Earle, Eugenie Clark, Beryl Chadwick, Carol Viellard, and Harold J. Humm	Sylvia A. Earle, Eugenie Clark, Beryl Chadwick, Carol Viellard, Harold J. Humm
Sylvia A. Earle, G. W. Mead, H. J. Humm, C. J. Dawes, J. Lawrence	Sylvia A. Earle, G. W. Mead, H. J. Humm, C. J. Dawes, J. Lawrence
Sylvia A. Earle, Giles W. Mead	Sylvia A. Earle, Giles W. Mead
Sylvia A. Earle & Harold J. Humm	Sylvia A. Earle, Harold J. Humm
Sylvia A. Earle, Harold J. Humm	Sylvia A. Earle, Harold J. Humm
Sylvia A. Earle, Harold Loesch	Sylvia A. Earle, Harold Loesch
Sylvia A. Earle, Howard Teas III, Alan Chapman, Vlad Walters	Sylvia A. Earle, Howard Teas III, Alan Chapman, Vlad Walters
Sylvia A. Earle, J. L. Taylor	Sylvia A. Earle, J. L. Taylor
Sylvia A. Earle, J. L. Taylor, L. B. Earle, M. M. Earle	Sylvia A. Earle, J. L. Taylor, L. S. Earle, M. M. Earle
Sylvia A. Earle, J. L. Taylor, L. S. Earle, M. M. Earle	Sylvia A. Earle, J. L. Taylor, L. S. Earle, M. M. Earle
Sylvia A. Earle and John L. Taylor	Sylvia A. Earle, John L. Taylor
Sylvia A. Earle, John L. Taylor	Sylvia A. Earle, John L. Taylor
Sylvia A. Earle, Parry Mead	Sylvia A. Earle, Parry Mead
Sylvia A. Earle, R. D. Suttkus, Tulane U. Environmental Biol. Class	Sylvia A. Earle, R. D. Suttkus, Tulane University Environmental Biology Class
Sylvia A. Earle, R. D. Suttkus, Tulane University Environmental Biology Class	Sylvia A. Earle, R. D. Suttkus, Tulane University Environmental Biology Class
Sylvia A. Earle, Royal D. Suttkus	Sylvia A. Earle, Royal D. Suttkus
Sylvia E. Taylor	Sylvia E. Taylor
Sylvia Earle	Sylvia Earle
Sylvia Earle Taylor	Sylvia Earle Taylor
Syogo Arai	Syogo Arai
T. A.	T. A.
T. A .Stepehenson	T. A. Stepehenson
T. A. Stephenson	T. A. Stephenson
T.A. Stephenson	T. A. Stephenson
University of Cape Town Ecological Survey, T. A. Stephenson	T. A. Stephenson
T. A. & Anne Stephenson	T. A. Stephenson, Anne Stephenson
T. A. & Anne Stephenson, Anne Stephenson	T. A. Stephenson, Anne Stephenson
T. A. and A. Stephenson	T. A. Stephenson, Anne Stephenson
T. A. and Anne Stephenson	T. A. Stephenson, Anne Stephenson
T. A. Anne Stephenson	T. A. Stephenson, Anne Stephenson
T. A. Stephenson, Anne Stephenson	T. A. Stephenson, Anne Stephenson
University of Cape Town Ecological Survey, T.A. Stephenson and Anne Stephenson	T. A. Stephenson, Anne Stephenson
T. A. Stephenson, University of Cape Town Ecological Survey	T. A. Stephenson, University of Cape Town Ecological Survey
T. A. Williams	T. A. Williams
T. Arwidsson	T. Arwidsson
Th. Arwidsson	T. Arwidsson
T. Askew, R. Berg	T. Askew, R. Berg
T. Broeksmit	T. Broeksmit
T. Buenger	T. Buenger
T. C. D. Kincaid	T. C. D. Kincaid
T. C. Frye	T. C. Frye
T. C. Frye, S.M. Zeller	T. C. Frye, S.M. Zeller
Thos. C. Porter	T. C. Porter
Thos. C. Portier	T. C. Porter
T. Delaca	T. E. DeLaca
T. E. DeLac	T. E. DeLaca
T. E. DeLaca	T. E. DeLaca
T. F. Allen	T. F. Allen
T. F. de Vaal	T. F. deWaal
T. F. de Waal	T. F. deWaal
T. F. de Waal, A. V. Duthie	T. F. deWaal, A. V. Duthie
T. F. deWaal, A. V. Duthie	T. F. deWaal, A. V. Duthie
T. F. Gericke, A. V. Duthie	T. F. Gericke, A. V. Duthie
T. Flanagan	T. Flanagan
Th. Fries	T. Fries
Th. Fries, H. Fries	T. Fries, H. Fries
Theod. G. Orphanides	T. G. Orphanides
T. Gallardo	T. Gallardo
T. Gallardo, M. Alvarez	T. Gallardo, M. Alvarez
Tr. Ichmidz	T. Ichmidz
Th. J. Stomps	T. J. Stomps
Theo F. Stomps	T. J. Stomps
Theo J. Stomps	T. J. Stomps
Theo Y. Homps	T. J. Stomps
Th. Jensen	T. Jensen
T. Kaneko	T. Kaneko
T. Kitayama	T. Kitayama
T. Kityama	T. Kitayama
T. Kitayama, S. Yoshizawa, T. Wajima	T. Kitayama, S. Yoshizawa, T. Wajima
T. Krok	T. Krok
T. Krumbach	T. Krumbach
T. L. Hankinson	T. L. Hankinson
Th. Leth	T. Leth
T. M. Bailey	T. M. Bailey
T. M. Braun	T. M. Braun
Dr. T. Mac Dougal	T. MacDougal
Th. Martinsen	T. Martinsen
T. Morong	T. Morong
Th. Mortensen	T. Mortensen
T. O. B. N. Krok	T. O. B. N. Krok
Th. O. B. N. Krok	T. O. B. N. Krok
T. P. Bank	T. P. Banks
T. P. Banks	T. P. Banks
T. Rayes	T. Rayes
T. Rayss	T. Rayes
Prof. T. Rayss	T. Rayss
T. Reinbold	T. Reinbold
Th. Reinbold	T. Reinbold
Th. Reinstein	T. Reinstein
Th. Reuter	T. Reuter
T. S. Brandegee	T. S. Brandegee
T. S. Sie	T. S. Sie
T. Schiller	T. Schiller
Th. Schiötz	T. Schiotz
Dr. T. Segi	T. Segi
T. Segi	T. Segi
T. Segi, W. Goto	T. Segi, W. Goto
Dr. Th. Fries	T. Spree
Dr. Th. Spree	T. Spree
Dr. Th. Sprée	T. Spree
Th. Spree	T. Spree
Th. Sprée	T. Spree
T. Sugino	T. Sugino
T. T.	T. T.
T. T. Cleve	T. T. Cleve
T. T. Earle	T. T. Earle
T. T. Earle, L. M. Jones	T. T. Earle, L. M. Jones
T. T. Earle, P. J. Philson	T. T. Earle, P. J. Philson
T. T. McCabe	T. T. McCabe
T. Tanaka	T. Tanaka
T. W.	T. W.
Taher M. Taha	Taher M. Taha
Taiju Kitayama	Taiju Kitayama
Tang Chung Chang, Ma Shan En	Tang Chung Chang, Ma Shan En
Tatsugo	Tatsugo
Tawalibwul	Tawalibwul
Taylor	Taylor
Taylor, Harper	Taylor, Harper
Ted Flanagan	Ted Flanagan
Ted Mortensen	Ted Mortensen
Ted Papenfuss	Ted Papenfuss
Telfair	Telfair
Templeton Crocker	Templeton Crocker
Tergefti	Tergeth
Tergeth	Tergeth
Terry Lyon	Terry Lyon
Tetsuo Matsui	Tetsuo Matsui
Teysman	Teysman
Theador Philip Haas	Theador Philip Haas
Theador Philipp Haas	Theador Philip Haas
Theodor Just	Theodor Just
Theodor Just, J Hobart Hoskins	Theodor Just, J. Hobart Hoskins
Theodor Just, J. Hobart Hoskins	Theodor Just, J. Hobart Hoskins
Thiimen	Thiimen
Thomas B. Widdowson	Thomas B. Widdowson
Thomas Morley	Thomas Morley
Thomas T. Earle	Thomas T. Earle
Thrule	Thude
Thude	Thude
Thuillier	Thuillier
Tidius	Tidius
Tilden	Tilden
Miss Tilton	Tilton
Tilton, Miss Tilton	Tilton
Tilton, Minnie Reed	Tilton, Minnie Reed
Titius	Titius
Tom A. Williams	Tom A. Williams
Tom Hopkins	Tom Hopkins
Tom Santilena	Tom Santilena
Tony Ferriera	Tony Ferriera
Tony Ferriera, Giles W. Mead, Parry Mead	Tony Ferriera, Giles W. Mead, Parry Mead
Torao Yamamoto]	Torao Yamamoto
Toyao Yamamoto	Torao Yamamoto
Tore Levring	Tore Levring
Torsten Sundin	Torsten Sundin
Travers	Travers
Trelease	Trelease
Trevor Kincaid	Trevor Kincaid
Tscharna Rayss	Tscharna Rayss
Tsing-lan Kang	Tsing-lan Kang
Tsingtao	Tsingtao
Tsintao	Tsingtao
Tuesh	Tuesh
Tyson	Tyson
U. C. Smith	U. C. Smith
U. de Barn	U. DeBarn
U. DeBarn	U. DeBarn
U. Faurie	U. Faurie
U. Grabb	U. Grabb
U. Maine	U. Maine
U. Min Thein	U. Min Thein
U. Roefe	U. Roefe
U. S. Bureau of Fisheries	U. S. Bureau of Fisheries at Logan
U.S. Bureau of Fisheries at Logan	U. S. Bureau of Fisheries at Logan
USC	U. S. C.
U. S. Fish Comm. Porto Rico Exped.	U. S. Fish Comm. Porto Rico Exped.
U.S. Fish Comm. Porto Rico Exped.	U. S. Fish Comm. Porto Rico Exped.
U. S. Fish Commission	U. S. Fish Commission
U.S Fish Commision	U. S. Fish Commission
U.S. Fish Ccommission	U. S. Fish Commission
U.S. Fish Commission	U. S. Fish Commission
United States Fish Commission	U. S. Fish Commission
U. S. National Museum	U. S. National Museum
US south Pacific Exp	U. S. South Pacific Exp.
UST Phycology Class	U. S. T. Phycology Class
UST/Phycology Class	U. S. T. Phycology Class
U. T. Waterfall	U. T. Waterfall
Dr. Ueda	Ueda
Prof. Unger	Unger
University of Cape Town Ecological Survey	University of Cape Town Ecological Survey
Dalmat	Unknown
Dalmatin	Unknown
Unknown	Unknown
V. A. A. Toscanelli	V. A. A. Toscanelli
V. A. Latham	V. A. Latham
V. B. Wittrock	V. B. Wittrock
V. Brown	V. Brown
V. D. L	V. D. L.
V. D. Land	V. D. Land
V. H. Chase	V. H. Chase
V. Incramelli	V. Incramelli
V. J. Chapman	V. J. Chapman
V. J. Foote	V. J. Foote
V. J. G. Steyn, A. V. Duthie	V. J. G. Steyn, A. V. Duthie
V. Korab	V. Korab
V. Koráb	V. Korab
V. L. Anderson	V. L. Anderson
V. L. Anderson, John Nelson and Doug Foster	V. L. Anderson, John Nelson, Doug Foster
V. L. Cory	V. L. Cory
V. Liechtenstern	V. Liechtenstern
v. Luetzelburg	V. Luetzelburg
V. M. Rosado	V. M. Rosado
V. M. Rosado, J. J. Irizarry	V. M. Rosado, J. J. Irizarry
v. Martens	V. Martins
V. Martins	V. Martins
V. P. Savich	V. P. Savich
V. Schiffer	V. Schiffner
V. Schiffner	V. Schiffner
V. V. Cypers	V. V. Cypers
V. Vittrock	V. Vittrock
V. W. Lindauer	V. W. Lindauer
V. W. Lindauer and G. F. Papenfuss	V. W. Lindauer, G. F. Papenfuss
V. W. Lindauer, G. F. Papenfuss	V. W. Lindauer, G. F. Papenfuss
V. Wittrock	V. Wittrock
V. Woodbury	V. Woodbury
Valerie Anderson	Valerie Anderson
Valerie May	Valerie May
Veit Wittrock	Veit Wittrock
Venedig	Venedig
Vernon W. Proctor	Vernon W. Proctor
Vesta R. Warnock	Vesta R. Warnock
Vestra R. Warnock	Vesta R. Warnock
Victor W. Lindauer	Victor W. Lindauer
Victor W. Lindaur	Victor W. Lindauer
Victor. W. Lindauer	Victor W. Lindauer
Violet M. Grebb	Violet M. Grebb
Violet M. Gribb	Violet M. Grebb
Violet M. Gruble	Violet M. Grebb
Virginius H. Chase	Virginius H. Chase
von Braun	Von Braun
Von Frauenfeld	Von Frauenfeld
Dr. Von Grabb	Von Grabb
Von Hilfe	Von Hilfe
Von jack	Von Jack
Von Martens	Von Martens
von Winkerfeld	Von Winkerfeld
Vrone	Vrone
W. A.	W. A.
W. A. Daily	W. A. Daily
W. A. G. Wetter	W. A. G. Wetter
W. A. Kellerman	W. A. Kellerman
W. A. S.	W. A. S.
W. A. Schipp	W. A. Schipp
Herb W. A. Setchell	W. A. Setchell
Herb W. A. Setchell, W. A. Setchell	W. A. Setchell
W. A. Se	W. A. Setchell
W. A. Setchel	W. A. Setchell
W. A. Setchell	W. A. Setchell
W. A. Setchell, s.n.	W. A. Setchell
W. A. Setchells	W. A. Setchell
W. R. Setchell	W. A. Setchell
W. A. Setchell and A. A. Lawson	W. A. Setchell, A. A. Lawson
W. A. Setchell, A. A. Lawson	W. A. Setchell, A. A. Lawson
W. A. and C. B. Setchell	W. A. Setchell, C. B. Setchell
W. A. Setchell and C. B. Setchell	W. A. Setchell, C. B. Setchell
W. A. Setchell and C. B. Setchell, C. B. Setchell	W. A. Setchell, C. B. Setchell
W. A. Setchell and C. B. Setchell, C.B. Setchell	W. A. Setchell, C. B. Setchell
W. A. Setchell, C. B. Setchell	W. A. Setchell, C. B. Setchell
W. A. Setchell, F. A. Potts	W. A. Setchell, F. A. Potts
W. A. Setchell, F. S. Collins	W. A. Setchell, F. S. Collins
W. A. Setchell and H. E. Parks	W. A. Setchell, H. E. Parks
W. A. Setchell and H. E. Parks, H. E. Parks	W. A. Setchell, H. E. Parks
W. A. setchell, H. E. Parks	W. A. Setchell, H. E. Parks
W. A. Setchell, H.E. Parks	W. A. Setchell, H. E. Parks
W. A. Setchell, Isaac Holden	W. A. Setchell, Isaac Holden
W. A. Setchell, John Poai	W. A. Setchell, John Poai
W. A. Setchell and N. L. Gardner	W. A. Setchell, N. L. Gardner
W. A. Setchell, N. L. Gardner	W. A. Setchell, N. L. Gardner
W. A. Setchell, W. J. V. Osterhout	W. A. Setchell, W. J. V. Osterhout
W. A. Setchell, W. L. Jepson, L. E. Hunt, A. A. Lawson	W. A. Setchell, W. L. Jepson, L. E. Hunt, A. A. Lawson
W. A. Setchell, W.L. Jepson, L.E. Hunt, A.A. Lawson	W. A. Setchell, W. L. Jepson, L. E. Hunt, A. A. Lawson
W. A. Setchell, W. R. Maxan	W. A. Setchell, W. R. Maxon
W. A. Setchell, W. R. Maxou	W. A. Setchell, W. R. Maxon
W. A. Wadsworth	W. A. Wadsworth
W. A. Weber	W. A. Weber
W. Arnott	W. Arnott
W. B. Driskell	W. B. Driskell
W. Barbey	W. Barbey
W. Bornet	W. Bornet
W. Borrer	W. Bornet
W. Braun	W. Braun
W. C. Brumbach	W. C. Brumbach
W. C. Riddle	W. C. Riddle
W. C. Simmons	W. C. Simmons
W. C. Steere	W. C. Steere
W. C. Sturges	W. C. Sturgis
W. C. Sturgis	W. C. Sturgis
W. C. Twiss	W. C. Twiss
W. D. Hoyt	W. D. Hoyt
W. D. Richardson	W. D. Richardson
W. D. Richardson, P. T. R.	W. D. Richardson, P. T. R.
W. E. Bryant	W. E. Bryant
W. E. Fiore	W. E. Fiore
W. E. Isaac	W. E. Isaac
W. F. Davis	W. F. Davis
W. F. Farlow	W. F. Farlow
W. F. Prud'homme van Reine	W. F. Prud'homme van Reine
W. F. R. Suringar	W. F. R. Suringar
W Ferguson	W. Ferguson
W. Fergason	W. Ferguson
W. Ferguson	W. Ferguson
W. Fries	W. Fries
W. G. Alpaugh	W. G. Alpaugh
W. G. Beeftink	W. G. Beeftink
W. G. Beeftink, J. Th. Koster	W. G. Beeftink, J. T. Koster
W. G. F.	W. G. F.
Herb Farlow	W. G. Farlow
Herb W. G. Farlow	W. G. Farlow
Herb W. G. Farrow	W. G. Farlow
W. G. Farlow	W. G. Farlow
W. G. Flarlow	W. G. Farlow
W.G. Farlow	W. G. Farlow
W. G. Farlow, W. A. Setchell	W. G. Farlow, W. A. Setchell
W. G. Hendry	W. G. Hendry
W. G. Herter	W. G. Herter
W. G. Rump	W. G. Rump
W. G. Rump.	W. G. Rump
W. G. Solheim	W. G. Solheim
W. Goto	W. Goto
Dr. W. Graeffe	W. Graeffe
W. H.	W. H.
W. H. Archer	W. H. Archer
W. H. Brown	W. H. Brown
W. H. Duncan, Marion B. Duncan	W. H. Duncan, Marion B. Duncan
W. H Easton	W. H. Easton
W. H. Easton	W. H. Easton
W. H. Hansen	W. H. Hansen
W. H. Hansen, Don Reish	W. H. Hansen, Don Reish
W. H. Hansen, Donald Reish	W. H. Hansen, Donald Reish
W. H. Hansen and H. K. Phinney	W. H. Hansen, H. K. Phinney
W. H. Hansen, H. K. Phinney	W. H. Hansen, H. K. Phinney
W. H. Hansen, H. K. & G. S. Phinney	W. H. Hansen, H. K. Phinney, G. S. Phinney
W. H. Hansen, H. K. Phinney & G. S. Phinney	W. H. Hansen, H. K. Phinney, G. S. Phinney
W. H. Hansen, H. K. Phinney, G. S. Phinney	W. H. Hansen, H. K. Phinney, G. S. Phinney
W. H. Hansen, H. L. & G. S. Phinney	W. H. Hansen, H. K. Phinney, G. S. Phinney
W. H. Hansen, Reish, Phinney	W. H. Hansen, Reish, Phinney
W. H. Harvey	W. H. Harvey
W. H. Long, A. M. Ferguson	W. H. Long, A. M. Ferguson
W. H. Magruder	W. H. Magruder
W. H. Sutcliffe Jr.	W. H. Sutcliffe Jr.
W. H. Weed	W. H. Weed
Wm. Irvine	W. Irvine
W. J.	W. J.
W. J. Eyerdam	W. J. Eyerdam
W. J. Eyerdam, A. A. Beetle	W. J. Eyerdam, A. A. Beetle
W. J. Eyerdam, A. A. Beetle, E. Grondona	W. J. Eyerdam, A. A. Beetle, E. Grondona
W. J. G. Steyn	W. J. G. Steyn
W. J. G. Steyn, A. V. Duthie	W. J. G. Steyn, A. V. Duthie
W. J. Gilbert	W. J. Gilbert
W. J. Gilbert, Gregorio T. Velasquez, Alejandro Santiago	W. J. Gilbert, Gregorio T. Velasquez, Alejandro Santiago
W. J. Gilbert, Velasquez, Santiago	W. J. Gilbert, Velasquez, Santiago
W. J. Lütjeharms	W. J. Lutjeharms
W. J. Newhouse	W. J. Newhouse
W. J. O. Osterhout	W. J. V. Osterhout
W. J. V. Ostenhart	W. J. V. Osterhout
W. J. V. Osterhout	W. J. V. Osterhout
W.J.V. Osterhout	W. J. V. Osterhout
Winthrop J. V. Osterhout	W. J. V. Osterhout
W. J. W.	W. J. W.
WJW	W. J. W.
W. J. Woelkerling	W. J. Woelkerling
W. Joshua	W. Joshua
W. Kida	W. Kida
W. Kooistra	W. Kooistra
W. Krieger	W. Krieger
W. L. Culberson	W. L. Culberson
W. L. Schmitt	W. L. Schmitt
W. L. Tolstead	W. L. Tolstead
W. Lasch	W. Lasch
W. Lucas, F. A. Barkley	W. Lucas, F. A. Barkley
W. Lucas, F. A. Barkly	W. Lucas, F. A. Barkley
W. M.	W. M.
W. McM. Woodwonte	W. M. Woodwonte
W. Macnae	W. Macnae
W. Migula	W. Migula
W. Milgula	W. Migula
Wm. N. Smith, II	W. N. Smith, II
W. Nande	W. Naude
W. Naude, A. V. Duthie	W. Naude, A. V. Duthie
W. O. Bentley	W. O. Bentley
W. O. Beutley	W. O. Bentley
W. R. B. Oliver	W. R. B. Oliver
W. R. Dudley	W. R. Dudley
W. R. Hatch	W. R. Hatch
W. R. Maxon	W. R. Maxon
W. R. Shaw	W. R. Shaw
W. R. T.	W. R. T.
W. A. Taylor	W. R. Taylor
W. R. Taylor	W. R. Taylor
W. R.]	W. R. Taylor
W. Randolph Taylor	W. R. Taylor
W.R. Taylor	W. R. Taylor
Wm R. Taylor	W. R. Taylor
William Taylor, A. J. Bernatowicz	W. R. Taylor, A. J. Bernatowicz
W. Robyns	W. Robyns
W. S. Wadsworth	W. S. Wadsworth
W. Sander	W. Sander
W. Sanders	W. Sander
W. Schimper	W. Schimper
W. Skimper	W. Schimper
W. Schmidle	W. Schmidle
W. Shimper	W. Shimper
W. Siegmund	W. Siegmund
Wilh. Siegmund	W. Siegmund
W. Sonder	W. Sonder
W. Steinitz	W. Steinitz
W. Stockton	W. Stockton
Wm. Threlfall	W. Threlfall
W. Trelease	W. Trelease
W. Tyson	W. Tyson
W.Tyson	W. Tyson
W. Tyson, A. V. Duthie	W. Tyson, A. V. Duthie
W.V. King	W. V. King
W. W. L.	W. W. L.
W. West	W. West
W. West, G. S. West	W. West, G. S. West
W. Woelkerling	W. Woelkerling
Waldo L. Schmidt	Waldo L. Schmitt
Waldo L. Schmitt	Waldo L. Schmitt
Walker	Walker
Wallman	Wallman
Wallooth	Wallooth
Walter H. Weed	Walter H. Weed
Walter J. Eyerdam	Walter J. Eyerdam
Dr. Walter Kiener	Walter Kiener
Nov. 4, 1944	Walter Kiener
Walter Keiner	Walter Kiener
Walter Kiener	Walter Kiener
Walter Koelz	Walter Koelz
Warnstorf	Warnstorf
Wartman	Wartmann
Wartmann	Wartmann
Watt	Watt
Wayne R. Faircloth	Wayne R. Faircloth
Van Bosee	Weber-van Bosse
Van Bosse	Weber-van Bosse
W-van Bosse	Weber-van Bosse
Weber	Weber-van Bosse
Weber van Bosse	Weber-van Bosse
Weber van-Bosse	Weber-van Bosse
Weber Von Bosse	Weber-van Bosse
Weber-van Bosse	Weber-van Bosse
Weho	Weho
Herb Wells	Wells
Whitburs	Whitburs
Mr. White	White
Whitlock	Whitlock
Whitlock and Gibson	Whitlock, Gibson
Wilbur H. Duncan	Wilbur H. Duncan
William A. Daily	William A. Daily
William. A. Daily	William A. Daily
William A. Daily, Fay K. Daily, Francis Drouet, E. R. Hupp, C. Mervin Palmer	William A. Daily, Fay K. Daily, Francis Drouet, E. R. Hupp, C. Mervin Palmer
William A. Daily, Fay K. Daily, Francis Drouet, E.R. Hupp, C. Mervin Palmer	William A. Daily, Fay K. Daily, Francis Drouet, E. R. Hupp, C. Mervin Palmer
William A. Kruse	William A. Kruse
William A. Setchell	William A. Setchell
William C. Roth	William C. Roth
William E. Rainey	William E. Rainey
William Greenwood	William Greenwood
Wiiliam H. Hatheway	William H. Hatheway
William H. Hatheway	William H. Hatheway
William Harris	William Harris
William Henley	William Henley
William J. Gilber	William J. Gilbert
William J. Gilbert	William J. Gilbert
William J. Gilbret	William J. Gilbert
William. J. Gilbert	William J. Gilbert
William J. Gilbert, Gregorio T. Velasquez, Alejandro Santiago	William J. Gilbert, Gregorio T. Velasquez, Alejandro Santiago
William R. Maxon	William R. Maxon
William R. Taylor	William R. Taylor
W. R. Taylor and A. J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
W. R. Taylor and A. J. Bernatowicz, A.J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
W. R. Taylor and A. J. Bernatowicz, Albert J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
W. R. Taylor, A. J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
William R. Taylor and A. J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
William R. Taylor and A. J. Bernatowicz, A. J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
William R. Taylor and A. J. Bernatowicz, Albert J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
William R. Taylor, A. J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
William R. Taylor, Albert J. Bernatowicz	William R. Taylor, Albert J. Bernatowicz
William R. Taylor, F. H. Elmore	William R. Taylor, F. H. Elmore
Willaim Randolph Taylor	William Randolph Taylor
William Randolph Taylor	William Randolph Taylor
William Randolph Taylor, William Randolph Taylor	William Randolph Taylor
William Taylor	William Randolph Taylor
William Randolph Taylor, A. J. Bernatowicz	William Randolph Taylor, Albert J. Bernatowicz
William Randolph Taylor, A.J. Bernatowicz	William Randolph Taylor, Albert J. Bernatowicz
William Randolph Taylor, Albert J. Bernatowicz	William Randolph Taylor, Albert J. Bernatowicz
William Randolph Taylor, F. H. Elmore	William Randolph Taylor, F. H. Elmore
William Russel Dudley	William Russel Dudley
William Stanleys	William Stanleys
William Threlfall	William Threlfall
William Trealease	William Trelease
William Trelease	William Trelease
Wm. Trelease	William Trelease
William Trelease, De Alton Saunders	William Trelease, De Alton Saunders
Winkelmann	Winkelmann
Witlock	Wittrock
Wittrock, Nordstedt, Lagerheim	Wittrock, Nordstedt, Lagerheim
Wolle	Wolle
Wolpaitig	Wolpaitig
Woody Williams	Woody Williams
Wyatt	Wyatt
Ximena Molina P.	Ximena Molina P.
Y. C. Hawthorne Wang	Y. C. Hawthorne Wang
YD Ko	Y. D. Ko
Y. H. Chiang	Y. H. Chiang
Y. Kitagawa	Y. Kitagawa
Y. Kitayawa	Y. Kitagawa
Y. Lipkin	Y. Lipkin
Y. Lipkin, Y. M. Lipkin	Y. Lipkin
Y. Lipkin, M. Sik	Y. Lipkin, M. Sik
Y. M. Chaing	Y. M. Chiang
Y. M. Chiang	Y. M. Chiang
Y. M. Chinng	Y. M. Chiang
Y. Sakai	Y. Sakai
Y. Schiller	Y. Schiller
Y. Y.	Y. Y.
Dr. Y. Yamada	Y. Yamada
Y. Yamada	Y. Yamada
Y. Yamada, Shoji Kawashima	Y. Yamada, Shoji Kawashima
Yahazu-gusa	Yahazu-gusa
Ynes Mexia	Ynes Mexia
Ynes Mexica	Ynes Mexia
Yohannes Leiders	Yohannes Leiders
Yoshihiro Ikoma	Yoshihiro Ikoma
Yoshio Kondo	Yoshio Kondo
Young	Young
Yuen, G. F. Papenfuss	Yuen, G. F. Papenfuss
Dr. Yukio Yamada	Yukio Yamada
Yürgens	Yurgens
Yuri Smith	Yuri Smith
Z. I. Montedor	Z. I. Montedor
Z. Rubn	Z. Rubn
Zay	Zay
Zay.	Zay
Zenkova	Zenkova
Zeypher	Zeypher
Zielinski	Zielinski
E. Zinova	Zinova
Zoological station	Zoological Station
Züging	Zuging
Е. С. Зинова	Е. С. Зинова
М. Соповьев	М. Соповьев
A. Baston	A. Baston
A. Bastow	A. Bastow
A. Bertossi	A. Bertossi
A. Brunon	A. Brunon
A. C. Wright	A. C. Wright
A. D. Colton	A. D. Colton
A. D. J. Meeuse	A. D. J. Meeuse
A. D. J. Meuse	A. D. J. Meuse
A. de Kerner	A. de Kerner
A. Dedekind	A. Dedekind
A. E. Douglass	A. E. Douglass
A. E. Hefford	A. E. Hefford
A. E. Melton	A. E. Melton
A. E. Milton	A. E. Milton
A. F. McBride	A. F. McBride
A. Ferrar	A. Ferrar
A. Geldenhuys	A. Geldenhuys
A. Goes	A. Goes
A. Grintal	A. Grintal
A. H. Cotton	A. H. Cotton
A. Hambly	A. Hambly
A. Hyatt	A. Hyatt
A. J. Dalmatian	A. J. Dalmatian
A. J. Lemus	A. J. Lemus
A. J. Nernatowicz	A. J. Nernatowicz
A. J. Woolman	A. J. Woolman
A. Llana	A. Llana
A. Lundager	A. Lundager
A. M. Richards	A. M. Richards
A. M. Rodewald	A. M. Rodewald
A. Makusa	A. Makusa
A. Marony	A. Marony
A. Mathieson	A. Mathieson
A. Miura	A. Miura
A. Mulder	A. Mulder
A. Nash	A. Nash
A. R. Polanshek	A. R. Polanshek
A. Radermacher	A. Radermacher
A. S. Davis	A. S. Davis
A. Schively	A. Schively
A. Slabber	A. Slabber
A. Trintal	A. Trintal
A. van der Spuy	A. van der Spuy
A. Vatova	A. Vatova
A. von Eberan	A. von Eberan
